Subset,Variable,Exclude,Avg_mean,Subset_mean,Delta,Avg_count,Subset_count,Avg_stdev,Subset_stdev,Significance
"DMA: Mobile et al, AL-FL (686)",PR_Overall Experience with Service Department,,4.133859784,3.821428571,-0.312431213,5192,28,1.036788851,0.983326607,0.984123202
problem: Serious,D_African American/Black,,0.145212049,0.074626866,-0.070585183,6673,67,0.352340905,0.264771648,0.983953144
state: Utah,PR_Driving Distance on Full Tank/Charge,,4.324550689,4.102040816,-0.222509873,5731,49,0.80728962,0.940852848,0.983947421
state: Minnesota,PR_Technical Innovations,,4.054252713,3.847457627,-0.206795086,5714,59,0.886641794,0.961564087,0.983942794
generation: Generation X (1965 - 1978),U_Personal uses - Vacation trips,,0.826048171,0.783333333,-0.042714838,1121,240,0.379237244,0.41283454,0.98389303
dispose segment: Small Pickup,PSY_Fuel economy is a leading consideration in my purchase decision,,4.088208156,3.756756757,-0.3314514,5419,37,0.962362636,1.211184118,0.983846835
lifestage: Other Without Children,S_OVERALL Interior Versatility,,5.613457077,5.115384615,-0.498072461,2155,26,1.212556127,1.505374985,0.983824612
lifestage_3: Younger-Family - Income Over $80K,S_Ease of Front Seat Entry,,5.5597254,5.321428571,-0.238296829,2185,56,1.289655915,1.063564211,0.983810031
cross shop: Yes,S_OVERALL Experience with Selling Dealership,,5.544444444,5.45998241,-0.084462035,2160,1137,1.435623872,1.41745569,0.983546021
dispose segment: Did Not Dispose,"S_Connectivity (Bluetooth, WiFi, etc.)",,5.538277512,5.388489209,-0.149788303,1672,278,1.379847744,1.43202561,0.983545422
lifestage_3: Pre-Family - Income $80K or Less,S_Side Mirrors,,5.682539683,5.511111111,-0.171428571,2205,135,1.240165995,1.183636357,0.983481527
marital status: Other,A_Miles Driven Per Month on Average,,1092.194065,927.3010753,-164.8929897,2123,93,1085.53613,946.3437282,0.983338777
occupation: Owner/Proprietor - Retired,PR_Discount/Rebate/Incentive,,4.192998045,3.828571429,-0.364426617,5627,35,1.032738545,1.294461375,0.98304377
model: Hyundai Sonata Hybrid,PR_CVT,,3.616357504,3.393617021,-0.222740483,5930,94,1.21136278,1.313438278,0.983037102
occupation: Owner/Proprietor,OA_How Feel About New Vehicle,,2.188299817,1.96875,-0.219549817,2188,32,0.734050178,0.739850682,0.983008896
ethnicity: Other,S_Solid Vehicle Construction,,5.779917469,5.25,-0.529917469,2181,28,1.177456516,1.669442133,0.982981453
state: Massachusetts,PR_Appearance of Wheels & Rims,,3.631500743,3.470149254,-0.161351489,6057,134,1.112667963,1.135154579,0.98297002
occupation: Health Care,IS_Television,,0.115515087,0.090322581,-0.025192506,5601,465,0.319671075,0.28695207,0.982923129
ethnicity: African American/Black,PR1_Overall interior styling,,0.00549934,0,-0.00549934,4546,583,0.073961481,0,0.982864277
model: Chevrolet Malibu,PT_Financial situation changed,,0.080197643,0.04,-0.040197643,5262,125,0.271624746,0.196747751,0.982679953
occupation: Executive/Managerial,S_Maneuverability,,5.871480472,5.74122807,-0.130252402,2202,228,1.122774233,1.156731793,0.982663052
state: Ohio,D_Partnered With Children,,0.014850599,0,-0.014850599,5589,187,0.120965603,0,0.982630112
dispose segment: Luxury Car,S_Door Handles - Exterior,,5.720327422,5.536363636,-0.183963785,2199,110,1.160661182,1.154784802,0.982626653
"DMA: Greenville et al, SC-NC (567)",PR_Leasing Terms,,3.09066918,2.659574468,-0.431094712,5305,47,1.680862701,1.784919871,0.982518328
model: Ford Fusion Energi,PR_Audiovisual System,,3.826868653,3.536585366,-0.290283287,6007,41,1.059968726,1.120213394,0.982396018
generation: Trailing Edge Boomers (1960 - 1964),PR1_Fun to drive,,0.025296964,0.012711864,-0.0125851,4546,472,0.157042838,0.112146863,0.982392511
education: High School Graduate,PR1_Safety features,,0.017817862,0.007648184,-0.010169678,4546,523,0.132303576,0.087202227,0.982129212
marital status: Partnered,"PR_Interactive Information System (OnStar, mbrace, iDrive, etc.)",,3.423776718,3.277777778,-0.14599894,5661,198,1.201615495,1.245748551,0.982027612
shop segment: Smaller Car,S_OVERALL Environmental Friendliness,,5.601932812,5.51364366,-0.088289152,2173,623,1.208981102,1.198628657,0.982009412
"DMA: Sacramento et al, CA (862)",PR_Driver Seat Adjustability,,4.30061046,4.108695652,-0.191914808,6061,92,0.804103311,1.123735155,0.981942477
residence: Suburban Community Of A Large City,PR_Overall Brand Image,,4.15652326,4.120634921,-0.035888339,5718,2520,0.915811747,0.93482043,0.981838682
"DMA: Dallas-Ft. Worth, TX (623)",PR1_Fun to drive,,0.025296964,0,-0.025296964,4546,107,0.157042838,0,0.98175555
marital status: Single,A_Mpg - City,,26.81672394,26.29116466,-0.525559282,1746,498,6.73720167,6.293745278,0.981706269
"DMA: Minneapolis-St. Paul, MN (613)",UF_Other Use: Carrying Large Items,,0.888691006,0.444444444,-0.444246562,1123,9,0.808315945,0.726483157,0.981676932
lifestage: Single With Children,S_Sound of Engine,,5.5,5.2,-0.3,2184,55,1.28239069,1.338877363,0.981656513
shop segment: Smaller Car,S_OVERALL Interior Versatility,,5.613457077,5.525203252,-0.088253825,2155,615,1.212556127,1.188544226,0.981516638
state: Illinois,S_Freedom From Electrical Problems,,5.77310536,5.552941176,-0.220164184,2164,85,1.217379679,1.219932496,0.98139748
model: Ford Fusion Hybrid,PR_Overall Interior Styling,,4.180333278,3.953488372,-0.226844906,6061,43,0.823529365,0.89850374,0.981384819
occupation: Technical Specialty,UF_Personal Use: Shopping/Errands,,3.28994614,3.163043478,-0.126902662,1114,92,0.742344818,0.715252571,0.981359255
model: Ford Fusion Hybrid,PR_Front Seat Roominess,,4.278835016,4.069767442,-0.209067574,6043,43,0.796504591,0.827944927,0.98125172
state: Oklahoma,Shop_Brand Household Loyal,,0.531176345,0.409090909,-0.122085435,4667,44,0.499080561,0.497350273,0.981244952
lifestage_3: Pre-Family - Income Over $80K,S_OVERALL Environmental Friendliness,,5.601932812,5.275,-0.326932812,2173,40,1.208981102,1.240088913,0.981073742
model: Ford Fusion Energi,S_Headlight Design,,5.810430839,5.277777778,-0.532653061,2205,18,1.189175333,1.319784098,0.981052648
lifestage_3: Pre-Family - Income Over $80K,S_OVERALL Interior Workmanship,,5.790825688,5.475,-0.315825688,2180,40,1.169565197,1.198021874,0.98102592
"DMA: Huntsville et al, AL (691)",PT_Financial situation changed,,0.080197643,0,-0.080197643,5262,31,0.271624746,0,0.98100661
model: Ford Fusion Hybrid,PT_Financial situation changed,,0.080197643,0,-0.080197643,5262,31,0.271624746,0,0.98100661
"DMA: Richmond-Petersburg, VA (556)",S_OVERALL Experience with Selling Dealership,,5.544444444,5.083333333,-0.461111111,2160,12,1.435623872,0.900336637,0.980995443
generation: Leading Edge Boomers (1946 - 1959),PT_Changed/Moved to a new location,,0.021664766,0.014084507,-0.007580259,5262,1278,0.14560025,0.11788557,0.980929794
occupation: Professional Specialty,PT_Impulse - I just wanted a new vehicle,,0.073166097,0.050890585,-0.022275511,5262,393,0.260433693,0.220054424,0.980847978
lifestage: Single With Children,IS_AutoTrader.com,,0.047670059,0.029100529,-0.01856953,5601,378,0.213086206,0.168311116,0.980845397
dispose segment: Larger Car,D_Pre-Family - Income $80K or Less,,0.158862229,0.125,-0.033862229,5168,328,0.365582935,0.331224214,0.980800786
shop segment: Luxury Car,S_Sound of Engine,,5.5,5.292035398,-0.207964602,2184,113,1.28239069,1.327466814,0.980687474
state: North Carolina,IS_Word of Mouth,,0.173540439,0.132478632,-0.041061807,5601,234,0.378747629,0.339737101,0.980641207
state: Washington,A_Mpg - Highway,,32.30363423,30.46666667,-1.836967565,1706,30,6.864534101,5.969655066,0.980608527
state: Arizona,S_Appearance of Tires,,5.59655485,5.304347826,-0.292207024,2206,46,1.234598325,1.190136598,0.980601943
"DMA: Minneapolis-St. Paul, MN (613)",U_Personal uses - Pleasure driving,,0.91882248,0.777777778,-0.141044702,1121,9,0.273229439,0.440958552,0.980459452
lifestage_3: Older-Family - Income Over $80K,S_Technical Innovations,,5.515994437,5.238095238,-0.277899199,2157,42,1.243293361,1.077701344,0.980404314
lifestage_3: Older-Family - Income $80K or Less,S_Sound of Doors/Trunk/Hatch Shutting,,5.802559415,5.538461538,-0.264097877,2188,78,1.183777263,1.411385132,0.9804017
shop segment: Smaller Car,S_Freedom From Electrical Problems,,5.77310536,5.681300813,-0.091804547,2164,615,1.217379679,1.251406349,0.980387927
dispose segment: Smaller Car,PSY_I want to look good when driving my vehicle,,3.787968808,3.742895805,-0.045073003,5386,2217,1.099663186,1.110633419,0.98018646
shop segment: Luxury Car,PR_Rear Visibility,,4.412430362,4.328301887,-0.084128475,5744,265,0.746219501,0.831295393,0.980010185
ethnicity: Asian,S_Engine Performance,,5.685025034,5.454545455,-0.23047958,2197,66,1.209788049,1.125669964,0.979997205
shop segment: Larger Car,S_2nd row Seat Comfort,,5.517032198,5.335403727,-0.181628471,2143,161,1.270422032,1.378151386,0.979968764
"DMA: Ft. Myers-Naples, FL (571)",U_Other uses - With rear seats folded or removed,,0.449598573,0.142857143,-0.30674143,1121,7,0.497675238,0.377964473,0.97986945
lifestage_3: Pre-Family - Income Over $80K,"PSY_I prefer vehicles that provide the softest, most comfortable ride quality",,4.142883583,4.017647059,-0.125236524,5403,170,0.93233631,0.993907651,0.979861371
state: Florida,D_People 18 or Older,,2.014973262,1.943396226,-0.071577036,5610,530,0.988320297,0.974438801,0.97978023
occupation: Professional Specialty,D_Older-Family - Income $80K or Less,,0.105843653,0.079155673,-0.02668798,5168,379,0.307667175,0.27033846,0.979763077
"DMA: San Francisco et al, CA (807)",S_OVERALL Experience with Selling Dealership,,5.544444444,5.217391304,-0.32705314,2160,46,1.435623872,1.331883269,0.979630626
occupation: Technical Specialty - Retired,PR_Smoothness of Transmission,,4.173496365,4.035714286,-0.137782079,6052,112,0.8701735,0.889666112,0.979482726
model: Nissan Altima Sdn,"U_Other uses - Carrying large items (luggage, bike, etc.)",,0.66190901,0.622467772,-0.039441238,1121,543,0.473270833,0.485216681,0.979411094
state: Indiana,U_Personal uses - Pleasure driving,,0.91882248,0.8125,-0.10632248,1121,16,0.273229439,0.403112887,0.979286515
occupation: Technical Specialty - Retired,S_OVERALL Value For The Money,,5.522464104,5.264150943,-0.25831316,2159,53,1.277280709,1.129175046,0.97920413
lifestage_3: Post-Family - Income $80K or Less,U_Personal uses - Transporting people,,0.827832293,0.791304348,-0.036527945,1121,345,0.377694643,0.406966633,0.979202049
ethnicity: Other,PSY_I see my vehicle as an extension of my personality,,3.598333333,3.350649351,-0.247683983,5400,77,1.177817525,1.325521087,0.979200984
"DMA: Washington et al, DC-MD (511)","S_Interactive Information System (e.g., OnStar, mbrace, iDrive, etc.)",,5.338218715,4.4,-0.938218715,887,15,1.541939789,2.097617696,0.979066689
lifestage_2: Older-Family (Age Oldest Child 13-17),PR_Overall Safety of the Vehicle,,4.522806407,4.472698908,-0.050107499,5744,641,0.71268846,0.749762703,0.979019116
lifestage: Partnered Without Children,PSY_Fuel economy is a leading consideration in my purchase decision,,4.088208156,3.925925926,-0.162282231,5419,108,0.962362636,1.029505858,0.978816211
occupation: Factory Worker,IS_Car and Driver,,0.112836993,0.060606061,-0.052230933,5601,99,0.316421684,0.239820588,0.978761878
occupation: Technical Specialty,PSY_The brand of vehicle I buy makes a statement about who I am,,3.202919978,3.092696629,-0.110223349,5411,356,1.300163068,1.244640353,0.978672219
"DMA: Tampa et al, FL (539)",Shop_First Vehicle Purch/Leased New ?,,0.248989975,0.192307692,-0.056682282,6683,156,0.432460347,0.395382781,0.978622566
model: Subaru WRX,PR_Cupholders,,3.659687604,3.493055556,-0.166632048,6018,144,1.057672194,1.223296748,0.978606571
occupation: Factory Worker,D_Children 6 To 12,,0.234937611,0.165137615,-0.069799997,5610,109,0.593593934,0.441247421,0.978393498
occupation: Sales Work - Retired,UF_Personal Use: Transporting People,,2.346014493,1.428571429,-0.917443064,1104,7,1.319297618,1.272418021,0.978385699
occupation: Owner/Proprietor,S_Interior Roominess,,5.632278771,5.303030303,-0.329248468,2181,33,1.213662207,1.131504764,0.978344828
state: Mississippi,D_Post-Family (No Children/Age Res 45+),,0.45069658,0.356164384,-0.094532197,5527,73,0.497608253,0.482178592,0.978335502
"DMA: Austin, TX (635)",PSY_I want to be able to tow heavy loads,,2.003389192,1.702702703,-0.30068649,5311,37,1.293176282,1.102140969,0.978263503
occupation: Technical Specialty,UF_Personal Use: Pleasure Driving,,2.663669065,2.446808511,-0.216860554,1112,94,1.150357918,1.249662503,0.97825903
generation: Generation X (1965 - 1978),PR_Technical Innovations,,4.054252713,4.009009009,-0.045243704,5714,1332,0.886641794,0.931900578,0.978217878
occupation: Professional Specialty - Retired,"U_Business uses - To/from meetings, job site",,0.096342551,0,-0.096342551,1121,26,0.295192135,0,0.978105087
"DMA: Chicago, IL (602)",D_Farming Area,,0.045109424,0.018292683,-0.026816741,6717,164,0.207559576,0.134418127,0.978082859
state: Minnesota,PSY_I chose my vehicle to reward myself for my hard work,,3.351536468,3.068965517,-0.282570951,5402,58,1.264313147,1.309373346,0.978073051
lifestage_3: Pre-Family - Income Over $80K,PR_Braking,,4.491261797,4.403314917,-0.087946879,5722,181,0.702339971,0.720948492,0.978057404
state: New Jersey,PR_Overall Exterior Workmanship,,4.179669421,4.086642599,-0.093026822,6050,277,0.891325858,0.940090532,0.977985837
state: Ohio,A_Mpg - City,,26.81672394,25.70731707,-1.109406867,1746,82,6.73720167,5.998946008,0.977920673
state: Minnesota,PSY_I want vehicles that provide that open-air driving experience,,3.412158394,3.172413793,-0.239744601,5379,58,1.146018772,1.110364742,0.977852609
generation: Matures (1945 and Earlier),A_Mpg - City,,26.81672394,26.16905444,-0.647669499,1746,349,6.73720167,6.871360225,0.977849247
problem: Moderate,PR_Overall Environmental Friendliness,,3.956103533,3.803680982,-0.152422551,5718,163,1.017597653,1.190802695,0.977712934
state: Utah,A_Miles Driven Per Month on Average,,1092.194065,843.3333333,-248.8607317,2123,15,1085.53613,552.2249369,0.977689708
"DMA: Hartford & New Haven, CT (533)",A_Mpg - Highway,,32.30363423,29.55555556,-2.748078677,1706,18,6.864534101,6.818851225,0.977672786
occupation: Student,PR_Placement/Ease of Reading and Using Controls,,4.157279861,3.942857143,-0.214422718,5735,35,0.827894144,0.764770521,0.977466842
"DMA: Houston, TX (618)",D_Younger-Family - Income Over $80K,,0.055147059,0.018691589,-0.03645547,5168,107,0.22828917,0.136070765,0.977393648
region: Central Region,Shop_Segment Household Loyal,,0.681903179,0.655704008,-0.026199171,4813,973,0.465785692,0.4753825,0.977335236
model: Ford Fusion,D_Total In Household,,2.626203209,2.433333333,-0.192869875,5610,120,1.390512906,1.2881707,0.977269305
lifestage_2: Pre-Family (No Children/Age Res <45),IS_Radio,,0.026066774,0.016149068,-0.009917705,5601,805,0.159348143,0.126127069,0.97714974
occupation: Executive/Managerial - Retired,PR_Magazine/Newspaper/TV Reviews,,3.001439367,2.869565217,-0.131874149,5558,230,1.367242442,1.207847261,0.977022597
dispose segment: Minivan,IS_Kelly Blue Book (KBB),,0.225316908,0.153846154,-0.071470754,5601,91,0.417828156,0.362800126,0.976828067
state: Missouri,PR_Overall Performance of Sound System,,4.041032429,3.882978723,-0.158053705,6044,94,0.923144942,0.937353664,0.976649705
ethnicity: Other,U_Personal uses - Shopping/errands,,0.978590544,0.923076923,-0.055513621,1121,13,0.144809521,0.277350098,0.976617688
"occupation: Administrative, Clerical - Retired",U_Personal uses - Shopping/errands,,0.978590544,0.923076923,-0.055513621,1121,13,0.144809521,0.277350098,0.976617688
"DMA: W. Palm Beach et al, FL (548)",U_Personal uses - Shopping/errands,,0.978590544,0.923076923,-0.055513621,1121,13,0.144809521,0.277350098,0.976617688
occupation: Owner/Proprietor - Retired,PSY_I will easily switch brands for price or features,,3.323011311,3.051282051,-0.27172926,5393,39,1.302482386,1.024662151,0.976606455
"DMA: Seattle-Tacoma, WA (819)",IS_Newspapers,,0.036957686,0,-0.036957686,5601,71,0.188674776,0,0.976444808
occupation: Factory Worker - Retired,D_Younger-Family - Income $80K or Less,,0.143575851,0,-0.143575851,5168,16,0.350693062,0,0.976433802
state: Indiana,PR_Interior Storage,,3.94982613,3.775280899,-0.174545231,6039,89,0.907971152,1.008518366,0.976376043
lifestage: Married With Children,PT_Wanted a vehicle with a new image,,0.095971114,0.080108011,-0.015863103,5262,1111,0.294579616,0.271582594,0.976269835
state: Florida,D_Older-Family - Income Over $80K,,0.050116099,0.033126294,-0.016989805,5168,483,0.218205611,0.179151871,0.976254144
shop segment: Sporty Car,A_Mpg - Highway,,32.30363423,30.46666667,-1.836967565,1706,30,6.864534101,5.998467237,0.976004694
ethnicity: Hispanic/Latino,IS_Dealership's Websites,,0.397429031,0.361165049,-0.036263982,5601,515,0.489409808,0.480805301,0.97599745
dispose segment: Did Not Own,IS_Edmunds,,0.140689163,0.109510086,-0.031179076,5601,347,0.347731665,0.312729068,0.975974129
occupation: Owner/Proprietor,S_2nd row Seat Comfort,,5.517032198,5.161290323,-0.355741875,2143,31,1.270422032,1.185939127,0.975954924
"DMA: San Francisco et al, CA (807)",PR_Overall Experience with Service Department,,4.133859784,3.940594059,-0.193265725,5192,101,1.036788851,1.190141018,0.975810378
